customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_total,segment
CUST001059,20,35,1391.1399999999999,5,5,5,555,15,Champions
CUST001060,12,41,2104.04,5,5,5,555,15,Champions
CUST001061,13,72,3238.1499999999996,5,5,5,555,15,Champions
CUST001062,8,76,4505.53,5,5,5,555,15,Champions
CUST001063,7,76,3229.65,5,5,5,555,15,Champions
CUST001064,19,28,1105.1799999999998,5,5,5,555,15,Champions
CUST001065,23,45,1970.48,4,5,5,455,14,Champions
CUST001066,14,75,3799.14,5,5,5,555,15,Champions
CUST001067,21,28,1242.66,4,5,5,455,14,Champions
CUST001068,17,73,3078.24,5,5,5,555,15,Champions
CUST001069,11,46,2176.54,5,5,5,555,15,Champions
CUST001070,17,83,3941.56,5,5,5,555,15,Champions
CUST001071,24,87,3820.45,4,5,5,455,14,Champions
CUST001072,14,51,2640.38,5,5,5,555,15,Champions
CUST001073,24,47,2340.96,4,5,5,455,14,Champions
CUST001074,0,34,1501.11,5,5,5,555,15,Champions
CUST001075,19,84,3768.5,5,5,5,555,15,Champions
CUST001076,15,50,2604.93,5,5,5,555,15,Champions
CUST001077,13,62,3282.2,5,5,5,555,15,Champions
CUST001078,15,69,3203.1299999999997,5,5,5,555,15,Champions
CUST001079,3,43,1688.0,5,5,5,555,15,Champions
CUST001080,13,65,2870.22,5,5,5,555,15,Champions
CUST001081,17,61,3111.2599999999998,5,5,5,555,15,Champions
CUST001082,23,54,2461.35,4,5,5,455,14,Champions
CUST001083,11,44,2296.47,5,5,5,555,15,Champions
CUST001084,10,39,1852.51,5,5,5,555,15,Champions
CUST001085,11,56,2619.37,5,5,5,555,15,Champions
CUST001086,20,62,2906.29,5,5,5,555,15,Champions
CUST001087,16,35,1573.6599999999999,5,5,5,555,15,Champions
CUST001088,11,86,4157.53,5,5,5,555,15,Champions
CUST001089,18,59,2877.77,5,5,5,555,15,Champions
CUST001090,15,79,3442.12,5,5,5,555,15,Champions
CUST001091,20,85,3975.98,5,5,5,555,15,Champions
CUST001092,10,76,3456.1299999999997,5,5,5,555,15,Champions
CUST001093,13,57,3061.31,5,5,5,555,15,Champions
CUST001094,12,62,2517.23,5,5,5,555,15,Champions
CUST001095,6,78,4523.98,5,5,5,555,15,Champions
CUST001096,16,79,3863.5,5,5,5,555,15,Champions
CUST001097,16,44,1933.9799999999998,5,5,5,555,15,Champions
CUST001098,15,30,1310.22,5,5,5,555,15,Champions
CUST001099,13,27,1166.1499999999999,5,5,5,555,15,Champions
CUST001100,6,68,3160.66,5,5,5,555,15,Champions
CUST001101,12,64,3452.19,5,5,5,555,15,Champions
CUST001102,12,30,1733.6299999999999,5,5,5,555,15,Champions
CUST001103,10,55,2604.8199999999997,5,5,5,555,15,Champions
CUST001104,14,67,2860.2,5,5,5,555,15,Champions
CUST001105,17,88,3939.8999999999996,5,5,5,555,15,Champions
CUST001106,26,68,3456.23,4,5,5,455,14,Champions
CUST001107,16,27,1210.68,5,5,5,555,15,Champions
CUST001108,16,38,1455.04,5,5,5,555,15,Champions
CUST001109,14,53,2153.41,5,5,5,555,15,Champions
CUST001110,3,77,3764.0899999999997,5,5,5,555,15,Champions
CUST001111,14,54,2591.2799999999997,5,5,5,555,15,Champions
CUST001112,15,40,1828.04,5,5,5,555,15,Champions
CUST001113,29,72,3407.1499999999996,4,5,5,455,14,Champions
CUST001114,13,40,2113.0299999999997,5,5,5,555,15,Champions
CUST001115,16,87,3874.52,5,5,5,555,15,Champions
CUST001116,14,77,3778.5699999999997,5,5,5,555,15,Champions
CUST001117,7,40,2540.47,5,5,5,555,15,Champions
CUST001118,21,38,2015.05,4,5,5,455,14,Champions
CUST001119,19,87,4097.43,5,5,5,555,15,Champions
CUST001120,19,49,2597.95,5,5,5,555,15,Champions
CUST001121,9,71,3650.0299999999997,5,5,5,555,15,Champions
CUST001122,23,30,1484.61,4,5,5,455,14,Champions
CUST001123,6,46,1899.4199999999998,5,5,5,555,15,Champions
CUST001124,18,38,2381.95,5,5,5,555,15,Champions
CUST001125,28,26,1184.66,4,5,5,455,14,Champions
CUST001126,9,47,1942.4499999999998,5,5,5,555,15,Champions
CUST001127,11,41,1979.51,5,5,5,555,15,Champions
CUST001128,15,48,2117.39,5,5,5,555,15,Champions
CUST001129,11,93,4725.41,5,5,5,555,15,Champions
CUST001130,5,48,2446.5,5,5,5,555,15,Champions
CUST001131,15,79,3886.5699999999997,5,5,5,555,15,Champions
CUST001132,8,45,2081.47,5,5,5,555,15,Champions
CUST001133,17,61,3544.71,5,5,5,555,15,Champions
CUST001134,9,38,2218.52,5,5,5,555,15,Champions
CUST001135,24,64,2599.24,4,5,5,455,14,Champions
CUST001136,10,37,1957.04,5,5,5,555,15,Champions
CUST001137,13,29,1421.1399999999999,5,5,5,555,15,Champions
CUST001138,19,38,1561.56,5,5,5,555,15,Champions
CUST001139,7,62,2824.7999999999997,5,5,5,555,15,Champions
CUST001140,16,60,2646.33,5,5,5,555,15,Champions
CUST001141,22,51,2314.33,4,5,5,455,14,Champions
CUST001142,5,49,2087.39,5,5,5,555,15,Champions
CUST001143,16,61,2904.83,5,5,5,555,15,Champions
CUST001144,16,54,2745.81,5,5,5,555,15,Champions
CUST001145,19,64,2964.7,5,5,5,555,15,Champions
CUST001146,7,60,2721.33,5,5,5,555,15,Champions
CUST001147,7,45,2273.95,5,5,5,555,15,Champions
CUST001148,18,82,3820.45,5,5,5,555,15,Champions
CUST001149,16,78,4048.1299999999997,5,5,5,555,15,Champions
CUST001150,16,27,1351.6599999999999,5,5,5,555,15,Champions
CUST001151,17,44,1976.54,5,5,5,555,15,Champions
CUST001152,10,53,2778.81,5,5,5,555,15,Champions
CUST001153,16,78,3381.1099999999997,5,5,5,555,15,Champions
CUST001154,16,76,3393.54,5,5,5,555,15,Champions
CUST001155,10,66,3048.68,5,5,5,555,15,Champions
CUST001156,26,57,2766.31,4,5,5,455,14,Champions
CUST001157,17,95,4653.33,5,5,5,555,15,Champions
CUST001158,7,72,3836.14,5,5,5,555,15,Champions
CUST001159,18,80,3407.62,5,5,5,555,15,Champions
CUST001160,9,48,2363.48,5,5,5,555,15,Champions
CUST001161,19,36,1617.62,5,5,5,555,15,Champions
CUST001162,21,52,2592.86,4,5,5,455,14,Champions
CUST001163,10,33,1583.58,5,5,5,555,15,Champions
CUST001164,20,65,2925.7799999999997,5,5,5,555,15,Champions
CUST001165,17,79,4389.98,5,5,5,555,15,Champions
CUST001166,19,81,3775.56,5,5,5,555,15,Champions
CUST001167,26,32,1649.6299999999999,4,5,5,455,14,Champions
CUST001168,13,29,1327.59,5,5,5,555,15,Champions
CUST001169,10,80,4612.94,5,5,5,555,15,Champions
CUST001170,9,37,2277.5299999999997,5,5,5,555,15,Champions
CUST001171,10,75,3418.1,5,5,5,555,15,Champions
CUST001172,14,80,3496.0899999999997,5,5,5,555,15,Champions
CUST001173,17,33,1924.51,5,5,5,555,15,Champions
CUST001174,16,67,3427.1899999999996,5,5,5,555,15,Champions
CUST001175,19,88,4123.469999999999,5,5,5,555,15,Champions
CUST001176,15,45,2235.46,5,5,5,555,15,Champions
CUST001177,23,57,2478.3199999999997,4,5,5,455,14,Champions
CUST001178,13,45,1942.47,5,5,5,555,15,Champions
CUST001179,31,52,2542.83,4,5,5,455,14,Champions
CUST001180,18,42,2094.48,5,5,5,555,15,Champions
CUST001181,9,38,1657.54,5,5,5,555,15,Champions
CUST001182,8,54,2150.49,5,5,5,555,15,Champions
CUST001183,17,48,1648.9599999999998,5,5,5,555,15,Champions
CUST001184,13,93,4551.38,5,5,5,555,15,Champions
CUST001185,19,59,2549.3199999999997,5,5,5,555,15,Champions
CUST001186,17,70,3531.64,5,5,5,555,15,Champions
CUST001187,14,87,4238.01,5,5,5,555,15,Champions
CUST001188,9,98,3836.45,5,5,5,555,15,Champions
CUST001189,5,77,3536.0499999999997,5,5,5,555,15,Champions
CUST001190,12,74,3336.64,5,5,5,555,15,Champions
CUST001191,20,68,3502.2,5,5,5,555,15,Champions
CUST001192,16,31,1821.05,5,5,5,555,15,Champions
CUST001193,7,73,3315.67,5,5,5,555,15,Champions
CUST001194,16,34,1560.61,5,5,5,555,15,Champions
CUST001195,17,29,1325.6799999999998,5,5,5,555,15,Champions
CUST001196,9,53,2752.38,5,5,5,555,15,Champions
CUST001197,15,37,1802.54,5,5,5,555,15,Champions
CUST001198,15,72,3754.58,5,5,5,555,15,Champions
CUST001199,8,29,1259.69,5,5,5,555,15,Champions
CUST001200,17,66,3496.2,5,5,5,555,15,Champions
CUST001201,18,59,2882.3,5,5,5,555,15,Champions
CUST001202,21,74,3815.5899999999997,4,5,5,455,14,Champions
CUST001203,21,82,3494.0,4,5,5,455,14,Champions
CUST001204,6,76,3765.08,5,5,5,555,15,Champions
CUST001205,9,40,1825.54,5,5,5,555,15,Champions
CUST001206,18,80,3635.18,5,5,5,555,15,Champions
CUST001207,18,40,1852.01,5,5,5,555,15,Champions
CUST001208,18,43,1951.46,5,5,5,555,15,Champions
CUST001209,38,49,2120.52,3,5,5,355,13,Loyal Customers
CUST001210,18,46,2155.95,5,5,5,555,15,Champions
CUST001211,21,79,3467.0699999999997,4,5,5,455,14,Champions
CUST001212,20,88,4190.12,5,5,5,555,15,Champions
CUST001213,18,73,3576.17,5,5,5,555,15,Champions
CUST001214,13,44,2005.46,5,5,5,555,15,Champions
CUST001215,19,27,1205.6499999999999,5,5,5,555,15,Champions
CUST001216,10,62,2500.25,5,5,5,555,15,Champions
CUST001217,13,55,2615.34,5,5,5,555,15,Champions
CUST001218,12,75,3463.5699999999997,5,5,5,555,15,Champions
CUST001219,15,82,3637.52,5,5,5,555,15,Champions
CUST001220,28,77,3788.58,4,5,5,455,14,Champions
CUST001221,3,69,3141.2,5,5,5,555,15,Champions
CUST001222,19,46,2355.42,5,5,5,555,15,Champions
CUST001223,5,78,3544.99,5,5,5,555,15,Champions
CUST001224,12,66,3433.68,5,5,5,555,15,Champions
CUST001225,21,66,2762.24,4,5,5,455,14,Champions
CUST001226,15,47,2167.41,5,5,5,555,15,Champions
CUST001227,8,73,3524.1499999999996,5,5,5,555,15,Champions
CUST001228,10,67,3631.16,5,5,5,555,15,Champions
CUST001229,19,75,3442.5699999999997,5,5,5,555,15,Champions
CUST001230,10,31,1511.12,5,5,5,555,15,Champions
CUST001231,16,54,2593.39,5,5,5,555,15,Champions
CUST001232,15,33,1252.61,5,5,5,555,15,Champions
CUST001233,11,31,1717.1,5,5,5,555,15,Champions
CUST001234,27,78,4145.61,4,5,5,455,14,Champions
CUST001235,18,88,3850.41,5,5,5,555,15,Champions
CUST001236,2,50,2555.0,5,5,5,555,15,Champions
CUST001237,16,28,1111.2,5,5,5,555,15,Champions
CUST001238,11,53,2143.42,5,5,5,555,15,Champions
CUST001239,20,33,1419.08,5,5,5,555,15,Champions
CUST001240,10,59,2866.2599999999998,5,5,5,555,15,Champions
CUST001241,14,76,3812.0299999999997,5,5,5,555,15,Champions
CUST001242,18,84,3701.52,5,5,5,555,15,Champions
CUST001243,20,58,2515.3599999999997,5,5,5,555,15,Champions
CUST001244,7,68,3288.18,5,5,5,555,15,Champions
CUST001245,12,57,2881.74,5,5,5,555,15,Champions
CUST001246,12,31,1619.65,5,5,5,555,15,Champions
CUST001247,11,34,1375.6599999999999,5,5,5,555,15,Champions
CUST001248,25,82,3931.0,4,5,5,455,14,Champions
CUST001249,17,87,4053.48,5,5,5,555,15,Champions
CUST001250,7,67,3688.17,5,5,5,555,15,Champions
CUST001251,20,75,2989.71,5,5,5,555,15,Champions
CUST001252,27,28,1189.6599999999999,4,5,5,455,14,Champions
CUST001253,21,75,3207.72,4,5,5,455,14,Champions
CUST001254,5,70,3877.08,5,5,5,555,15,Champions
CUST001255,12,54,2589.33,5,5,5,555,15,Champions
CUST001256,22,70,2796.7599999999998,4,5,5,455,14,Champions
CUST001257,10,34,1558.6599999999999,5,5,5,555,15,Champions
CUST001258,17,68,3184.7599999999998,5,5,5,555,15,Champions
CUST001259,19,37,1517.59,5,5,5,555,15,Champions
CUST001260,9,77,3822.5899999999997,5,5,5,555,15,Champions
CUST001261,14,70,2933.12,5,5,5,555,15,Champions
CUST001262,0,48,2547.44,5,5,5,555,15,Champions
CUST001263,8,66,3285.71,5,5,5,555,15,Champions
CUST001264,13,41,1861.96,5,5,5,555,15,Champions
CUST001265,7,37,2263.94,5,5,5,555,15,Champions
CUST001266,24,46,2571.41,4,5,5,455,14,Champions
CUST001267,6,51,2449.89,5,5,5,555,15,Champions
CUST001268,12,91,4254.86,5,5,5,555,15,Champions
CUST001269,15,75,3507.56,5,5,5,555,15,Champions
CUST001270,23,68,3348.61,4,5,5,455,14,Champions
CUST001271,6,30,1301.1299999999999,5,5,5,555,15,Champions
CUST001272,21,61,2947.16,4,5,5,455,14,Champions
CUST001273,15,85,3276.0099999999998,5,5,5,555,15,Champions
CUST001274,9,63,3352.19,5,5,5,555,15,Champions
CUST001275,17,48,1843.47,5,5,5,555,15,Champions
CUST001276,16,26,999.68,5,5,5,555,15,Champions
CUST001277,11,74,3316.18,5,5,5,555,15,Champions
CUST001278,15,32,1395.59,5,5,5,555,15,Champions
CUST001279,12,79,3637.6,5,5,5,555,15,Champions
CUST001280,15,35,1712.57,5,5,5,555,15,Champions
CUST001281,18,77,3252.67,5,5,5,555,15,Champions
CUST001282,24,74,3236.0899999999997,4,5,5,455,14,Champions
CUST001283,7,51,2614.41,5,5,5,555,15,Champions
CUST001284,27,82,4641.45,4,5,5,455,14,Champions
CUST001285,3,76,3142.17,5,5,5,555,15,Champions
CUST001286,14,39,1828.6,5,5,5,555,15,Champions
CUST001287,18,38,1825.51,5,5,5,555,15,Champions
CUST001288,16,67,2907.27,5,5,5,555,15,Champions
CUST001289,11,48,2102.43,5,5,5,555,15,Champions
CUST001290,13,76,3672.06,5,5,5,555,15,Champions
CUST001291,12,45,2128.94,5,5,5,555,15,Champions
CUST001292,11,39,1731.12,5,5,5,555,15,Champions
CUST001293,20,67,3114.19,5,5,5,555,15,Champions
CUST001294,17,69,3058.5499999999997,5,5,5,555,15,Champions
CUST001295,10,52,2526.89,5,5,5,555,15,Champions
CUST001296,20,37,1561.02,5,5,5,555,15,Champions
CUST001297,16,101,5037.21,5,5,5,555,15,Champions
CUST001298,19,48,2547.8799999999997,5,5,5,555,15,Champions
CUST001299,18,80,3775.0,5,5,5,555,15,Champions
CUST001300,10,71,3034.21,5,5,5,555,15,Champions
CUST001301,11,54,2302.84,5,5,5,555,15,Champions
CUST001302,19,41,2424.97,5,5,5,555,15,Champions
CUST001303,18,31,1467.61,5,5,5,555,15,Champions
CUST001304,14,79,3772.5899999999997,5,5,5,555,15,Champions
CUST001305,15,48,2445.89,5,5,5,555,15,Champions
CUST001306,22,46,2331.42,4,5,5,455,14,Champions
CUST001307,11,68,2922.72,5,5,5,555,15,Champions
CUST001308,18,58,2565.83,5,5,5,555,15,Champions
CUST001309,13,31,1280.6599999999999,5,5,5,555,15,Champions
CUST001310,13,35,2323.06,5,5,5,555,15,Champions
CUST001311,21,80,4231.53,4,5,5,455,14,Champions
CUST001312,19,73,3549.08,5,5,5,555,15,Champions
CUST001313,19,50,2494.43,5,5,5,555,15,Champions
CUST001314,22,50,2566.36,4,5,5,455,14,Champions
CUST001315,15,57,2877.75,5,5,5,555,15,Champions
CUST001316,19,66,2869.27,5,5,5,555,15,Champions
CUST001317,13,57,2782.37,5,5,5,555,15,Champions
CUST001318,16,43,1962.48,5,5,5,555,15,Champions
CUST001319,14,27,1136.69,5,5,5,555,15,Champions
CUST001320,15,31,1552.62,5,5,5,555,15,Champions
CUST001321,18,65,3047.2799999999997,5,5,5,555,15,Champions
CUST001322,10,38,1876.52,5,5,5,555,15,Champions
CUST001323,27,60,2743.83,4,5,5,455,14,Champions
CUST001324,8,57,2969.83,5,5,5,555,15,Champions
CUST001325,7,73,3838.12,5,5,5,555,15,Champions
CUST001326,21,21,1233.25,4,5,5,455,14,Champions
CUST001327,19,68,3075.72,5,5,5,555,15,Champions
CUST001328,18,51,2277.41,5,5,5,555,15,Champions
CUST001329,18,46,2262.4,5,5,5,555,15,Champions
CUST001330,14,24,816.7199999999999,5,5,4,554,14,Champions
CUST001331,9,70,3422.75,5,5,5,555,15,Champions
CUST001332,15,39,2029.09,5,5,5,555,15,Champions
CUST001333,10,46,2180.0299999999997,5,5,5,555,15,Champions
CUST001334,20,57,3127.83,5,5,5,555,15,Champions
CUST001335,14,43,1802.02,5,5,5,555,15,Champions
CUST001336,10,65,3482.21,5,5,5,555,15,Champions
CUST001337,13,42,1773.52,5,5,5,555,15,Champions
CUST001338,17,58,3052.8599999999997,5,5,5,555,15,Champions
CUST001339,11,55,2161.89,5,5,5,555,15,Champions
CUST001340,10,75,3248.66,5,5,5,555,15,Champions
CUST001341,16,44,2065.42,5,5,5,555,15,Champions
CUST001342,16,45,2426.35,5,5,5,555,15,Champions
CUST001343,11,84,3712.0,5,5,5,555,15,Champions
CUST001344,12,76,3357.66,5,5,5,555,15,Champions
CUST001345,16,34,1931.48,5,5,5,555,15,Champions
CUST001346,6,90,4078.4399999999996,5,5,5,555,15,Champions
CUST001347,6,55,2945.8599999999997,5,5,5,555,15,Champions
CUST001348,10,54,2544.33,5,5,5,555,15,Champions
CUST001349,13,79,3749.5699999999997,5,5,5,555,15,Champions
CUST001350,16,46,2573.95,5,5,5,555,15,Champions
CUST001351,23,65,3285.18,4,5,5,455,14,Champions
CUST001352,20,45,2229.42,5,5,5,555,15,Champions
CUST001353,14,45,1736.5,5,5,5,555,15,Champions
CUST001354,14,56,2380.7999999999997,5,5,5,555,15,Champions
CUST001355,8,85,3641.96,5,5,5,555,15,Champions
CUST001356,14,30,1957.62,5,5,5,555,15,Champions
CUST001357,13,72,3091.66,5,5,5,555,15,Champions
CUST001358,16,35,2116.5299999999997,5,5,5,555,15,Champions
CUST001359,10,79,3316.63,5,5,5,555,15,Champions
CUST001360,18,80,3193.1299999999997,5,5,5,555,15,Champions
CUST001361,24,40,1771.06,4,5,5,455,14,Champions
CUST001362,14,70,3542.14,5,5,5,555,15,Champions
CUST001363,17,77,3636.56,5,5,5,555,15,Champions
CUST001364,19,95,4410.89,5,5,5,555,15,Champions
CUST001365,12,31,1545.1299999999999,5,5,5,555,15,Champions
CUST001366,16,39,1796.1,5,5,5,555,15,Champions
CUST001367,15,50,2117.37,5,5,5,555,15,Champions
CUST001368,15,30,1308.6599999999999,5,5,5,555,15,Champions
CUST001369,10,75,3782.06,5,5,5,555,15,Champions
CUST001370,15,40,2072.0299999999997,5,5,5,555,15,Champions
CUST001371,17,66,3070.7599999999998,5,5,5,555,15,Champions
CUST001372,23,41,1650.11,4,5,5,455,14,Champions
CUST001373,20,50,2088.89,5,5,5,555,15,Champions
CUST001374,27,73,3388.12,4,5,5,455,14,Champions
CUST001375,10,26,1406.7,5,5,5,555,15,Champions
CUST001376,20,26,887.68,5,5,5,555,15,Champions
CUST001377,16,64,3229.19,5,5,5,555,15,Champions
CUST001378,28,47,1755.99,4,5,5,455,14,Champions
CUST001379,10,41,1906.51,5,5,5,555,15,Champions
CUST001380,9,42,1763.0,5,5,5,555,15,Champions
CUST001381,11,24,958.76,5,5,5,555,15,Champions
CUST001382,2,71,3254.7599999999998,5,5,5,555,15,Champions
CUST001383,11,37,1964.01,5,5,5,555,15,Champions
CUST001384,10,72,3039.64,5,5,5,555,15,Champions
CUST001385,15,60,3256.7999999999997,5,5,5,555,15,Champions
CUST001386,17,59,2324.34,5,5,5,555,15,Champions
CUST001387,26,33,1509.06,4,5,5,455,14,Champions
CUST001388,20,78,3362.5499999999997,5,5,5,555,15,Champions
CUST001389,11,57,3101.2999999999997,5,5,5,555,15,Champions
CUST001390,9,63,2842.79,5,5,5,555,15,Champions
CUST001391,17,54,2168.45,5,5,5,555,15,Champions
CUST001392,7,35,1448.61,5,5,5,555,15,Champions
CUST001393,25,35,2057.59,4,5,5,455,14,Champions
CUST001394,22,27,1346.17,4,5,5,455,14,Champions
CUST001395,12,57,2679.46,5,5,5,555,15,Champions
CUST001396,4,48,2218.47,5,5,5,555,15,Champions
CUST001397,23,37,1534.1,4,5,5,455,14,Champions
CUST001398,14,62,2870.72,5,5,5,555,15,Champions
CUST001399,22,47,2461.87,4,5,5,455,14,Champions
CUST001400,5,43,1987.0,5,5,5,555,15,Champions
CUST001401,11,48,2400.42,5,5,5,555,15,Champions
CUST001402,15,67,2945.7,5,5,5,555,15,Champions
CUST001403,15,62,3007.23,5,5,5,555,15,Champions
CUST001404,12,90,4146.0199999999995,5,5,5,555,15,Champions
CUST001405,18,72,3792.0699999999997,5,5,5,555,15,Champions
CUST001406,8,67,3650.6,5,5,5,555,15,Champions
CUST001407,14,39,1695.08,5,5,5,555,15,Champions
CUST001408,15,85,3823.5,5,5,5,555,15,Champions
CUST001409,18,42,2008.5,5,5,5,555,15,Champions
CUST001410,19,24,939.7199999999999,5,5,5,555,15,Champions
CUST001411,8,21,1067.71,5,5,5,555,15,Champions
CUST001412,5,49,2368.9,5,5,5,555,15,Champions
CUST001413,22,86,4011.94,4,5,5,455,14,Champions
CUST001414,16,48,2054.94,5,5,5,555,15,Champions
CUST001415,10,89,4235.95,5,5,5,555,15,Champions
CUST001416,24,96,4482.38,4,5,5,455,14,Champions
CUST001417,15,34,1779.57,5,5,5,555,15,Champions
CUST001418,22,30,1620.6399999999999,4,5,5,455,14,Champions
CUST001419,15,78,3592.1,5,5,5,555,15,Champions
CUST001420,27,55,2933.8799999999997,4,5,5,455,14,Champions
CUST001421,25,83,3709.0499999999997,4,5,5,455,14,Champions
CUST001422,13,51,2665.85,5,5,5,555,15,Champions
CUST001423,20,52,2601.88,5,5,5,555,15,Champions
CUST001424,18,56,2304.31,5,5,5,555,15,Champions
CUST001425,23,52,2256.96,4,5,5,455,14,Champions
CUST001426,9,75,3141.0499999999997,5,5,5,555,15,Champions
CUST001427,19,71,3632.13,5,5,5,555,15,Champions
CUST001428,21,69,3971.64,4,5,5,455,14,Champions
CUST001429,4,35,1720.58,5,5,5,555,15,Champions
CUST001430,7,83,4224.849999999999,5,5,5,555,15,Champions
CUST001431,2,100,4540.9,5,5,5,555,15,Champions
CUST001432,13,68,3226.65,5,5,5,555,15,Champions
CUST001433,19,63,3609.6899999999996,5,5,5,555,15,Champions
CUST001434,24,51,2820.2799999999997,4,5,5,455,14,Champions
CUST001435,15,53,2424.3399999999997,5,5,5,555,15,Champions
CUST001436,24,27,1362.22,4,5,5,455,14,Champions
CUST001437,6,56,2872.8199999999997,5,5,5,555,15,Champions
CUST001438,4,61,3315.77,5,5,5,555,15,Champions
CUST001439,14,62,2599.25,5,5,5,555,15,Champions
CUST001440,17,41,2062.49,5,5,5,555,15,Champions
CUST001441,14,66,2990.75,5,5,5,555,15,Champions
CUST001442,2,63,3005.24,5,5,5,555,15,Champions
CUST001443,14,29,1087.1599999999999,5,5,5,555,15,Champions
CUST001444,7,53,2644.81,5,5,5,555,15,Champions
CUST001445,19,66,3508.7,5,5,5,555,15,Champions
CUST001446,17,76,3006.65,5,5,5,555,15,Champions
CUST001447,9,53,2474.8599999999997,5,5,5,555,15,Champions
CUST001448,11,38,2053.0,5,5,5,555,15,Champions
CUST001449,8,87,4232.429999999999,5,5,5,555,15,Champions
CUST001450,14,40,1601.02,5,5,5,555,15,Champions
CUST001451,20,83,4046.0299999999997,5,5,5,555,15,Champions
CUST001452,9,77,3455.06,5,5,5,555,15,Champions
CUST001453,18,64,2786.2799999999997,5,5,5,555,15,Champions
CUST001454,11,93,3862.96,5,5,5,555,15,Champions
CUST001455,10,63,2951.7,5,5,5,555,15,Champions
CUST001456,14,60,2407.31,5,5,5,555,15,Champions
CUST001457,8,79,3684.52,5,5,5,555,15,Champions
CUST001458,11,40,1977.52,5,5,5,555,15,Champions
CUST001459,7,56,2782.37,5,5,5,555,15,Champions
CUST001460,26,75,3733.5099999999998,4,5,5,455,14,Champions
CUST001461,15,43,1803.52,5,5,5,555,15,Champions
CUST001462,10,73,3411.12,5,5,5,555,15,Champions
CUST001463,16,46,2205.97,5,5,5,555,15,Champions
