customer_id,first_purchase_date,last_purchase_date,days_since_last_purchase,customer_lifetime_days,total_transactions,avg_days_between_purchases,total_spent,avg_order_value,spending_std,unique_products,favorite_category,product_diversity,preferred_channel,channel_diversity,is_churned,cluster,cluster_name
CUST001028,2022-03-11,2023-12-20,11,649,75,8.77027027027027,3573.51,47.6468,42.50799289418276,16,Subscription,0.2133333333333333,Website,3,0,1,Champions
CUST001029,2023-08-23,2023-12-18,13,117,54,2.207547169811321,2971.89,55.035,40.30588794246057,16,Subscription,0.2962962962962963,Website,3,0,1,Champions
CUST001030,2023-09-16,2023-12-20,11,95,61,1.5833333333333333,2957.8199999999997,48.488852459016385,29.142893250234017,17,Subscription,0.2786885245901639,Website,3,0,1,Champions
CUST001031,2023-04-26,2023-12-05,26,223,49,4.645833333333333,2319.95,47.34591836734693,35.08213712836202,16,Subscription,0.3265306122448979,Website,3,0,1,Champions
CUST001032,2023-06-25,2023-12-17,14,175,65,2.734375,3200.2799999999997,49.23507692307692,35.265142763564924,17,Subscription,0.2615384615384615,Website,3,0,1,Champions
CUST001033,2023-03-10,2023-12-23,8,288,52,5.647058823529412,2607.8599999999997,50.15115384615384,41.009329816224344,16,Subscription,0.3076923076923077,Website,3,0,1,Champions
CUST001034,2022-06-23,2023-12-12,19,537,72,7.563380281690141,4304.0599999999995,59.778611111111104,43.98343597648255,15,Subscription,0.2083333333333333,Website,3,0,1,Champions
CUST001035,2023-11-09,2023-12-24,7,45,62,0.7377049180327869,2788.73,44.979516129032255,36.29315215305297,14,Subscription,0.2258064516129032,Website,3,0,1,Champions
CUST001036,2022-01-16,2023-12-15,16,698,48,14.851063829787234,2645.93,55.12354166666666,42.941641917769886,14,Subscription,0.2916666666666667,Website,3,0,1,Champions
CUST001037,2022-02-09,2023-12-28,3,687,37,19.083333333333332,1668.54,45.09567567567567,31.9990139206178,15,Subscription,0.4054054054054054,Website,3,0,1,Champions
CUST001038,2022-05-21,2023-12-24,7,582,27,22.384615384615383,1248.67,46.24703703703704,25.85381802109325,12,Subscription,0.4444444444444444,Website,2,0,1,Champions
CUST001039,2022-11-19,2023-12-15,16,391,62,6.409836065573771,3225.77,52.02854838709678,43.024011742082656,17,Subscription,0.2741935483870967,Website,3,0,1,Champions
CUST001040,2023-02-01,2023-12-12,19,314,81,3.925,3616.55,44.64876543209876,30.34839803773488,17,Subscription,0.2098765432098765,Website,3,0,1,Champions
CUST001041,2022-02-05,2023-12-15,16,678,37,18.833333333333332,1597.04,43.16324324324325,21.889978180545196,14,Subscription,0.3783783783783784,Website,3,0,1,Champions
CUST001042,2022-05-30,2023-12-17,14,566,31,18.866666666666667,1345.69,43.40935483870968,22.39234228264711,13,Subscription,0.4193548387096774,Website,3,0,1,Champions
CUST001043,2023-10-25,2023-12-18,13,54,77,0.7105263157894737,3672.1,47.68961038961039,43.470337086629016,17,Subscription,0.2207792207792207,Website,3,0,1,Champions
CUST001044,2023-06-23,2023-12-25,6,185,55,3.425925925925926,3153.3199999999997,57.333090909090906,48.53954260007932,16,Subscription,0.2909090909090909,Website,3,0,1,Champions
CUST001045,2023-09-16,2023-12-21,10,96,71,1.3714285714285714,3653.04,51.4512676056338,43.974235571349126,17,Subscription,0.2394366197183098,Website,3,0,1,Champions
CUST001046,2022-02-16,2023-12-19,12,671,40,17.205128205128204,1950.48,48.762,28.96754250837235,15,Subscription,0.375,Website,3,0,1,Champions
CUST001047,2023-10-28,2023-12-10,21,43,30,1.4827586206896552,1162.64,38.754666666666665,23.90948415678762,13,Subscription,0.4333333333333333,Website,3,0,1,Champions
CUST001048,2022-02-19,2023-12-14,17,663,60,11.23728813559322,2649.8599999999997,44.164333333333325,30.90082228990178,17,Subscription,0.2833333333333333,Website,3,0,1,Champions
CUST001049,2023-02-13,2023-12-27,4,317,37,8.805555555555555,1489.59,40.259189189189186,27.83355283130799,17,Coffee,0.4594594594594595,Website,3,0,1,Champions
CUST001050,2023-01-19,2023-12-15,16,330,85,3.928571428571429,3674.59,43.23047058823529,29.738394491276217,18,Subscription,0.2117647058823529,Website,3,0,1,Champions
CUST001051,2022-04-11,2023-12-19,12,617,67,9.348484848484848,3329.19,49.68940298507463,41.41148453211168,17,Subscription,0.2537313432835821,Website,3,0,1,Champions
CUST001052,2022-09-22,2023-12-21,10,455,57,8.125,3103.75,54.45175438596491,37.64864843536916,14,Subscription,0.2456140350877192,Website,3,0,1,Champions
CUST001053,2023-07-07,2023-12-13,18,159,45,3.613636363636364,1765.53,39.234,28.459070163050907,15,Subscription,0.3333333333333333,Website,3,0,1,Champions
CUST001054,2022-10-31,2023-12-10,21,405,53,7.788461538461538,2700.8399999999997,50.95924528301886,37.25725602272026,16,Subscription,0.3018867924528302,Website,3,0,1,Champions
CUST001055,2023-03-09,2023-12-11,20,277,54,5.226415094339623,2844.7999999999997,52.68148148148148,45.75736115261231,17,Subscription,0.3148148148148148,Website,3,0,1,Champions
CUST001056,2023-02-04,2023-12-22,9,321,25,13.375,1221.2,48.848,41.33578302552563,12,Subscription,0.48,Website,3,0,1,Champions
CUST001057,2023-04-25,2023-12-18,13,237,43,5.642857142857143,2214.41,51.49790697674418,38.922282243449686,16,Coffee,0.3720930232558139,Website,3,0,1,Champions
CUST001058,2023-10-16,2023-12-15,16,60,52,1.1764705882352942,2733.8199999999997,52.57346153846153,40.47351372531178,15,Subscription,0.2884615384615384,Website,3,0,1,Champions
CUST001059,2022-12-13,2023-12-11,20,363,35,10.676470588235292,1391.14,39.74685714285714,26.05443518430421,16,Coffee,0.4571428571428571,Website,3,0,1,Champions
CUST001060,2023-06-17,2023-12-19,12,185,41,4.625,2104.04,51.31804878048781,47.92944273718985,16,Subscription,0.3902439024390244,Website,3,0,1,Champions
CUST001061,2022-03-18,2023-12-18,13,640,72,9.014084507042254,3238.1499999999996,44.97430555555555,39.107674576463374,18,Coffee,0.25,Website,3,0,1,Champions
CUST001062,2022-11-19,2023-12-23,8,399,76,5.32,4505.53,59.283289473684206,45.90987363340362,16,Subscription,0.2105263157894736,Website,3,0,1,Champions
CUST001063,2023-05-22,2023-12-24,7,216,76,2.88,3229.65,42.49539473684211,25.790794194352344,18,Subscription,0.2368421052631578,Website,3,0,1,Champions
CUST001064,2023-11-03,2023-12-12,19,39,28,1.4444444444444444,1105.1799999999998,39.47071428571428,33.75772075514001,14,Subscription,0.5,Website,3,0,1,Champions
CUST001065,2023-08-07,2023-12-08,23,123,45,2.7954545454545454,1970.48,43.78844444444445,25.22531817580716,13,Subscription,0.2888888888888888,Website,3,0,1,Champions
CUST001066,2023-02-21,2023-12-17,14,299,75,4.04054054054054,3799.14,50.6552,34.37087018376446,17,Subscription,0.2266666666666666,Website,3,0,1,Champions
CUST001067,2022-04-06,2023-12-10,21,613,28,22.703703703703702,1242.66,44.38071428571429,48.18406321201075,11,Subscription,0.3928571428571428,Website,3,0,1,Champions
CUST001068,2023-04-17,2023-12-14,17,241,73,3.3472222222222223,3078.24,42.16767123287671,27.59698999893869,18,Subscription,0.2465753424657534,Website,3,0,1,Champions
CUST001069,2022-10-10,2023-12-20,11,436,46,9.688888888888888,2176.54,47.31608695652174,36.01414237510721,12,Subscription,0.2608695652173913,Website,3,0,1,Champions
CUST001070,2023-03-30,2023-12-14,17,259,83,3.158536585365854,3941.56,47.48867469879518,38.29708206330634,18,Subscription,0.216867469879518,Website,3,0,1,Champions
CUST001071,2022-12-06,2023-12-07,24,366,87,4.255813953488372,3820.45,43.913218390804595,29.23230963729723,17,Coffee,0.1954022988505747,Website,3,0,1,Champions
CUST001072,2023-01-13,2023-12-17,14,338,51,6.76,2640.38,51.7721568627451,35.673598882855956,16,Subscription,0.3137254901960784,Website,3,0,1,Champions
CUST001073,2022-11-20,2023-12-07,24,382,47,8.304347826086957,2340.96,49.80765957446808,36.909633784995215,17,Subscription,0.3617021276595745,Website,3,0,1,Champions
CUST001074,2023-08-16,2023-12-31,0,137,34,4.151515151515151,1501.11,44.15029411764706,33.35226033731212,13,Equipment,0.3823529411764705,Website,3,0,1,Champions
CUST001075,2022-09-08,2023-12-12,19,460,84,5.542168674698795,3768.5,44.86309523809524,36.07934378748314,18,Subscription,0.2142857142857142,Website,3,0,1,Champions
CUST001076,2022-05-20,2023-12-16,15,575,50,11.73469387755102,2604.93,52.0986,42.05293612550151,16,Subscription,0.32,Website,3,0,1,Champions
CUST001077,2023-05-15,2023-12-18,13,217,62,3.557377049180328,3282.2,52.938709677419354,44.94665696220649,16,Coffee,0.2580645161290322,Website,3,0,1,Champions
CUST001078,2022-04-17,2023-12-16,15,608,69,8.941176470588236,3203.1299999999997,46.42217391304347,39.00393946429021,17,Coffee,0.2463768115942029,Website,3,0,1,Champions
CUST001079,2023-01-04,2023-12-28,3,358,43,8.523809523809524,1688.0,39.25581395348837,23.210687832954203,15,Subscription,0.3488372093023256,Website,3,0,1,Champions
CUST001080,2022-07-02,2023-12-18,13,534,65,8.34375,2870.22,44.157230769230765,30.942538605236297,17,Subscription,0.2615384615384615,Website,3,0,1,Champions
CUST001081,2023-10-29,2023-12-14,17,46,61,0.7666666666666667,3111.26,51.004262295081965,38.51198313334939,16,Subscription,0.2622950819672131,Website,3,0,1,Champions
CUST001082,2022-07-19,2023-12-08,23,507,54,9.566037735849056,2461.35,45.58055555555555,37.219980960559376,18,Coffee,0.3333333333333333,Website,3,0,1,Champions
CUST001083,2023-10-22,2023-12-20,11,59,44,1.372093023255814,2296.47,52.192499999999995,41.433600011147,14,Subscription,0.3181818181818182,Website,3,0,1,Champions
CUST001084,2023-05-17,2023-12-21,10,218,39,5.7368421052631575,1852.51,47.50025641025641,31.7740656815039,13,Subscription,0.3333333333333333,Website,3,0,1,Champions
CUST001085,2023-11-09,2023-12-20,11,41,56,0.7454545454545455,2619.37,46.77446428571428,30.848563185615035,18,Subscription,0.3214285714285714,Website,3,0,1,Champions
CUST001086,2023-10-12,2023-12-11,20,60,62,0.9836065573770492,2906.29,46.87564516129032,28.523522453994012,15,Subscription,0.2419354838709677,Website,3,0,1,Champions
CUST001087,2023-09-03,2023-12-15,16,103,35,3.0294117647058822,1573.66,44.96171428571428,22.138264117840414,13,Subscription,0.3714285714285714,Website,3,0,1,Champions
CUST001088,2023-06-03,2023-12-20,11,200,86,2.3529411764705883,4157.53,48.343372093023255,32.97493770624148,17,Subscription,0.1976744186046511,Website,3,0,1,Champions
CUST001089,2023-06-23,2023-12-13,18,173,59,2.9827586206896552,2877.77,48.77576271186441,43.4867568506896,17,Subscription,0.288135593220339,Website,3,0,1,Champions
CUST001090,2023-02-19,2023-12-16,15,300,79,3.8461538461538463,3442.12,43.57113924050633,31.07676223884326,15,Subscription,0.189873417721519,Website,3,0,1,Champions
CUST001091,2022-07-05,2023-12-11,20,524,85,6.238095238095238,3975.98,46.77623529411765,37.36099305860231,18,Coffee,0.2117647058823529,Website,3,0,1,Champions
CUST001092,2022-08-12,2023-12-21,10,496,76,6.613333333333333,3456.1299999999997,45.4753947368421,34.09707265795856,17,Subscription,0.2236842105263158,Website,3,0,1,Champions
CUST001093,2022-12-02,2023-12-18,13,381,57,6.803571428571429,3061.31,53.70719298245614,46.18865119401959,16,Subscription,0.2807017543859649,Website,3,0,1,Champions
CUST001094,2023-04-07,2023-12-19,12,256,62,4.19672131147541,2517.23,40.60048387096774,24.17604710990594,15,Coffee,0.2419354838709677,Website,3,0,1,Champions
CUST001095,2023-01-13,2023-12-25,6,346,78,4.4935064935064934,4523.98,57.99974358974358,47.1884914699138,18,Subscription,0.2307692307692307,Website,3,0,1,Champions
CUST001096,2022-04-15,2023-12-15,16,609,79,7.8076923076923075,3863.5,48.90506329113924,42.26905332398869,17,Subscription,0.2151898734177215,Website,3,0,1,Champions
CUST001097,2023-10-27,2023-12-15,16,49,44,1.1395348837209305,1933.98,43.9540909090909,30.32403109655825,16,Coffee,0.3636363636363636,Website,3,0,1,Champions
CUST001098,2022-12-20,2023-12-16,15,361,30,12.448275862068966,1310.22,43.674,29.685637488581044,15,Coffee,0.5,Website,3,0,1,Champions
CUST001099,2022-02-03,2023-12-18,13,683,27,26.26923076923077,1166.15,43.190740740740736,29.778065872761236,11,Subscription,0.4074074074074074,Website,3,0,1,Champions
CUST001100,2023-01-08,2023-12-25,6,351,68,5.2388059701492535,3160.66,46.480294117647055,33.094493205202866,18,Subscription,0.2647058823529412,Website,3,0,1,Champions
CUST001101,2022-11-12,2023-12-19,12,402,64,6.380952380952381,3452.19,53.94046875,51.09343241831304,16,Subscription,0.25,Website,3,0,1,Champions
CUST001102,2023-10-31,2023-12-19,12,49,30,1.6896551724137931,1733.63,57.78766666666666,38.09945847052325,12,Subscription,0.4,Website,3,0,1,Champions
CUST001103,2023-10-06,2023-12-21,10,76,55,1.4074074074074074,2604.8199999999997,47.36036363636363,42.17578926191328,18,Subscription,0.3272727272727272,Website,3,0,1,Champions
CUST001104,2022-12-21,2023-12-17,14,361,67,5.46969696969697,2860.2,42.689552238805966,25.53071658200004,17,Subscription,0.2537313432835821,Website,3,0,1,Champions
CUST001105,2022-12-22,2023-12-14,17,357,88,4.103448275862069,3939.9,44.771590909090904,26.39410565887525,17,Subscription,0.1931818181818181,Website,3,0,1,Champions
CUST001106,2022-08-28,2023-12-05,26,464,68,6.925373134328358,3456.23,50.82691176470588,37.88080170853899,16,Subscription,0.2352941176470588,Website,3,0,1,Champions
CUST001107,2023-04-10,2023-12-15,16,249,27,9.576923076923077,1210.68,44.84,27.218074735507876,11,Subscription,0.4074074074074074,Website,3,0,1,Champions
CUST001108,2022-09-25,2023-12-15,16,446,38,12.054054054054054,1455.04,38.29052631578947,28.437422902526286,15,Coffee,0.3947368421052631,Website,3,0,1,Champions
CUST001109,2022-12-10,2023-12-17,14,372,53,7.153846153846154,2153.41,40.63037735849056,22.74428389408781,15,Subscription,0.2830188679245283,Website,3,0,1,Champions
CUST001110,2022-12-10,2023-12-28,3,383,77,5.0394736842105265,3764.09,48.88428571428571,35.98649624031403,18,Subscription,0.2337662337662337,Website,3,0,1,Champions
CUST001111,2022-02-26,2023-12-17,14,659,54,12.433962264150944,2591.2799999999997,47.986666666666665,35.12151998472925,16,Subscription,0.2962962962962963,Website,3,0,1,Champions
CUST001112,2022-09-15,2023-12-16,15,457,40,11.717948717948715,1828.04,45.701,31.89315100496721,13,Subscription,0.325,Website,3,0,1,Champions
CUST001113,2023-09-30,2023-12-02,29,63,72,0.8873239436619719,3407.1499999999996,47.321527777777774,39.33926636218209,17,Coffee,0.2361111111111111,Website,3,0,1,Champions
CUST001114,2023-06-08,2023-12-18,13,193,40,4.948717948717949,2113.0299999999997,52.82574999999999,44.25253652805302,17,Equipment,0.425,Website,3,0,1,Champions
CUST001115,2022-05-26,2023-12-15,16,568,87,6.604651162790698,3874.52,44.53471264367816,29.25401963392464,18,Subscription,0.2068965517241379,Website,3,0,1,Champions
CUST001116,2022-11-12,2023-12-17,14,400,77,5.2631578947368425,3778.57,49.07233766233766,41.03215240887976,18,Subscription,0.2337662337662337,Website,3,0,1,Champions
CUST001117,2023-04-23,2023-12-24,7,245,40,6.282051282051282,2540.47,63.51174999999999,52.35437766759851,13,Subscription,0.325,Website,3,0,1,Champions
CUST001118,2023-05-13,2023-12-10,21,211,38,5.702702702702703,2015.05,53.02763157894736,39.892354441517035,12,Subscription,0.3157894736842105,Website,3,0,1,Champions
CUST001119,2023-06-17,2023-12-12,19,178,87,2.0697674418604652,4097.43,47.09689655172414,36.117331351825335,17,Subscription,0.1954022988505747,Website,3,0,1,Champions
CUST001120,2022-06-05,2023-12-12,19,555,49,11.5625,2597.95,53.01938775510204,39.938423719529546,15,Subscription,0.3061224489795918,Website,3,0,1,Champions
CUST001121,2022-02-22,2023-12-22,9,668,71,9.542857142857144,3650.03,51.408873239436616,38.99337795609095,17,Subscription,0.2394366197183098,Website,3,0,1,Champions
CUST001122,2023-03-02,2023-12-08,23,281,30,9.689655172413794,1484.61,49.486999999999995,41.20379578681289,14,Subscription,0.4666666666666667,Website,3,0,1,Champions
CUST001123,2023-06-08,2023-12-25,6,200,46,4.444444444444445,1899.42,41.29173913043478,33.72475314492295,15,Subscription,0.3260869565217391,Website,3,0,1,Champions
CUST001124,2022-08-16,2023-12-13,18,484,38,13.08108108108108,2381.95,62.6828947368421,46.089920567088335,14,Subscription,0.3684210526315789,Website,3,0,1,Champions
CUST001125,2023-10-26,2023-12-03,28,38,26,1.52,1184.66,45.56384615384616,44.71259295338824,12,Subscription,0.4615384615384615,Website,3,0,1,Champions
CUST001126,2023-11-03,2023-12-22,9,49,47,1.065217391304348,1942.45,41.328723404255314,28.963173665357495,14,Subscription,0.2978723404255319,Website,3,0,1,Champions
CUST001127,2022-10-24,2023-12-20,11,422,41,10.55,1979.51,48.280731707317074,37.42604583643882,15,Subscription,0.3658536585365853,Website,3,0,1,Champions
CUST001128,2022-12-21,2023-12-16,15,360,48,7.659574468085107,2117.39,44.112291666666664,31.58510416754744,16,Subscription,0.3333333333333333,Website,3,0,1,Champions
CUST001129,2023-01-27,2023-12-20,11,327,93,3.5543478260869565,4725.41,50.810860215053765,40.158442927763296,17,Subscription,0.1827956989247312,Website,3,0,1,Champions
CUST001130,2023-08-22,2023-12-26,5,126,48,2.6808510638297873,2446.5,50.96875,33.49534096690705,13,Subscription,0.2708333333333333,Website,3,0,1,Champions
CUST001131,2022-06-14,2023-12-16,15,550,79,7.051282051282051,3886.57,49.197088607594935,36.237306253252974,17,Subscription,0.2151898734177215,Website,3,0,1,Champions
CUST001132,2022-10-05,2023-12-23,8,444,45,10.090909090909092,2081.47,46.254888888888885,30.088280686115393,16,Subscription,0.3555555555555555,Website,3,0,1,Champions
CUST001133,2022-05-21,2023-12-14,17,572,61,9.533333333333331,3544.71,58.11,42.54635793265193,16,Subscription,0.2622950819672131,Website,3,0,1,Champions
CUST001134,2022-09-30,2023-12-22,9,448,38,12.108108108108109,2218.52,58.3821052631579,40.65678356070649,12,Subscription,0.3157894736842105,Website,3,0,1,Champions
CUST001135,2022-09-07,2023-12-07,24,456,64,7.238095238095238,2599.24,40.613125,36.92146804743519,17,Coffee,0.265625,Website,3,0,1,Champions
CUST001136,2023-02-06,2023-12-21,10,318,37,8.833333333333334,1957.04,52.89297297297297,50.4102016166076,16,Subscription,0.4324324324324324,Website,3,0,1,Champions
CUST001137,2022-09-22,2023-12-18,13,452,29,16.142857142857142,1421.14,49.00482758620689,35.14404284214667,12,Subscription,0.4137931034482758,Website,3,0,1,Champions
CUST001138,2022-10-08,2023-12-12,19,430,38,11.62162162162162,1561.56,41.09368421052631,29.443263022482668,12,Subscription,0.3157894736842105,Website,3,0,1,Champions
CUST001139,2022-03-19,2023-12-24,7,645,62,10.57377049180328,2824.7999999999997,45.56129032258064,30.408167878344944,15,Subscription,0.2419354838709677,Website,3,0,1,Champions
CUST001140,2022-08-21,2023-12-15,16,481,60,8.152542372881356,2646.33,44.1055,36.11329664626338,15,Coffee,0.25,Website,3,0,1,Champions
CUST001141,2023-08-24,2023-12-09,22,107,51,2.14,2314.33,45.379019607843134,38.81795585833452,15,Subscription,0.2941176470588235,Website,3,0,1,Champions
CUST001142,2023-08-11,2023-12-26,5,137,49,2.8541666666666665,2087.39,42.59979591836734,29.269402787566687,17,Subscription,0.3469387755102041,Website,3,0,1,Champions
CUST001143,2022-07-03,2023-12-15,16,530,61,8.833333333333334,2904.83,47.62016393442623,30.51983751004163,16,Subscription,0.2622950819672131,Website,3,0,1,Champions
CUST001144,2023-04-08,2023-12-15,16,251,54,4.735849056603773,2745.81,50.84833333333333,33.0413659975058,16,Subscription,0.2962962962962963,Website,3,0,1,Champions
CUST001145,2022-05-19,2023-12-12,19,572,64,9.07936507936508,2964.7,46.3234375,36.502471506615414,18,Coffee,0.28125,Website,3,0,1,Champions
CUST001146,2022-05-02,2023-12-24,7,601,60,10.186440677966102,2721.33,45.3555,32.12004128714867,16,Subscription,0.2666666666666666,Website,3,0,1,Champions
CUST001147,2022-11-17,2023-12-24,7,402,45,9.136363636363637,2273.95,50.53222222222222,38.211196056135215,17,Subscription,0.3777777777777777,Website,3,0,1,Champions
CUST001148,2022-04-07,2023-12-13,18,615,82,7.592592592592593,3820.45,46.59085365853658,45.0283326499836,18,Coffee,0.2195121951219512,Website,3,0,1,Champions
CUST001149,2023-09-16,2023-12-15,16,90,78,1.1688311688311688,4048.13,51.89910256410256,34.99465997058516,17,Subscription,0.2179487179487179,Website,3,0,1,Champions
CUST001150,2023-05-03,2023-12-15,16,226,27,8.692307692307692,1351.66,50.06148148148148,37.68434868990489,14,Subscription,0.5185185185185185,Website,3,0,1,Champions
CUST001151,2022-08-05,2023-12-14,17,496,44,11.534883720930232,1976.54,44.92136363636364,35.71097613762333,14,Subscription,0.3181818181818182,Website,3,0,1,Champions
CUST001152,2023-06-24,2023-12-21,10,180,53,3.4615384615384617,2778.81,52.43037735849057,39.86895731703013,18,Coffee,0.3396226415094339,Website,3,0,1,Champions
CUST001153,2022-05-24,2023-12-15,16,570,78,7.402597402597403,3381.1099999999997,43.3475641025641,26.598484049464243,16,Subscription,0.2051282051282051,Website,3,0,1,Champions
CUST001154,2022-09-30,2023-12-15,16,441,76,5.88,3393.54,44.65184210526316,25.97655423443873,17,Subscription,0.2236842105263158,Website,3,0,1,Champions
CUST001155,2023-10-14,2023-12-21,10,68,66,1.0461538461538462,3048.68,46.19212121212121,32.04378170878816,16,Coffee,0.2424242424242424,Website,3,0,1,Champions
CUST001156,2023-03-19,2023-12-05,26,261,57,4.660714285714286,2766.31,48.53175438596491,43.01887318885278,16,Subscription,0.2807017543859649,Website,3,0,1,Champions
CUST001157,2023-05-07,2023-12-14,17,221,95,2.351063829787234,4653.33,48.98242105263158,34.718792713462875,18,Subscription,0.1894736842105263,Website,3,0,1,Champions
CUST001158,2022-11-10,2023-12-24,7,409,72,5.76056338028169,3836.14,53.27972222222222,39.84842757504294,18,Subscription,0.25,Website,3,0,1,Champions
CUST001159,2023-03-03,2023-12-13,18,285,80,3.607594936708861,3407.62,42.59525,34.64854756029428,18,Subscription,0.225,Website,3,0,1,Champions
CUST001160,2023-04-15,2023-12-22,9,251,48,5.340425531914893,2363.48,49.23916666666667,33.72757611777256,15,Subscription,0.3125,Website,3,0,1,Champions
CUST001161,2023-06-19,2023-12-12,19,176,36,5.0285714285714285,1617.62,44.93388888888889,26.181633614619212,14,Subscription,0.3888888888888889,Website,3,0,1,Champions
CUST001162,2023-07-09,2023-12-10,21,154,52,3.019607843137255,2592.86,49.86269230769231,39.25538045376883,15,Subscription,0.2884615384615384,Website,3,0,1,Champions
CUST001163,2023-01-02,2023-12-21,10,353,33,11.03125,1583.58,47.987272727272725,30.080382443621716,12,Subscription,0.3636363636363636,Website,3,0,1,Champions
CUST001164,2023-10-24,2023-12-11,20,48,65,0.75,2925.7799999999997,45.01199999999999,29.379792438851577,15,Coffee,0.2307692307692307,Website,3,0,1,Champions
