customer_id,original_segment
CUST001245,Champions
CUST001246,Champions
CUST001247,Champions
CUST001248,Champions
CUST001249,Champions
CUST001250,Champions
CUST001251,Champions
CUST001252,Champions
CUST001253,Champions
CUST001254,Champions
CUST001255,Champions
CUST001256,Champions
CUST001257,Champions
CUST001258,Champions
CUST001259,Champions
CUST001260,Champions
CUST001261,Champions
CUST001262,Champions
CUST001263,Champions
CUST001264,Champions
CUST001265,Champions
CUST001266,Champions
CUST001267,Champions
CUST001268,Champions
CUST001269,Champions
CUST001270,Champions
CUST001271,Champions
CUST001272,Champions
CUST001273,Champions
CUST001274,Champions
CUST001275,Champions
CUST001276,Champions
CUST001277,Champions
CUST001278,Champions
CUST001279,Champions
CUST001280,Champions
CUST001281,Champions
CUST001282,Champions
CUST001283,Champions
CUST001284,Champions
CUST001285,Champions
CUST001286,Champions
CUST001287,Champions
CUST001288,Champions
CUST001289,Champions
CUST001290,Champions
CUST001291,Champions
CUST001292,Champions
CUST001293,Champions
CUST001294,Champions
CUST001295,Champions
CUST001296,Champions
CUST001297,Champions
CUST001298,Champions
CUST001299,Champions
CUST001300,Champions
CUST001301,Champions
CUST001302,Champions
CUST001303,Champions
CUST001304,Champions
CUST001305,Champions
CUST001306,Champions
CUST001307,Champions
CUST001308,Champions
CUST001309,Champions
CUST001310,Champions
CUST001311,Champions
CUST001312,Champions
CUST001313,Champions
CUST001314,Champions
CUST001315,Champions
CUST001316,Champions
CUST001317,Champions
CUST001318,Champions
CUST001319,Champions
CUST001320,Champions
CUST001321,Champions
CUST001322,Champions
CUST001323,Champions
CUST001324,Champions
CUST001325,Champions
CUST001326,Champions
CUST001327,Champions
CUST001328,Champions
CUST001329,Champions
CUST001330,Champions
CUST001331,Champions
CUST001332,Champions
CUST001333,Champions
CUST001334,Champions
CUST001335,Champions
CUST001336,Champions
CUST001337,Champions
CUST001338,Champions
CUST001339,Champions
CUST001340,Champions
CUST001341,Champions
CUST001342,Champions
CUST001343,Champions
CUST001344,Champions
CUST001345,Champions
CUST001346,Champions
CUST001347,Champions
CUST001348,Champions
CUST001349,Champions
CUST001350,Champions
CUST001351,Champions
CUST001352,Champions
CUST001353,Champions
CUST001354,Champions
CUST001355,Champions
CUST001356,Champions
CUST001357,Champions
CUST001358,Champions
CUST001359,Champions
CUST001360,Champions
CUST001361,Champions
CUST001362,Champions
CUST001363,Champions
CUST001364,Champions
CUST001365,Champions
CUST001366,Champions
CUST001367,Champions
CUST001368,Champions
CUST001369,Champions
CUST001370,Champions
CUST001371,Champions
CUST001372,Champions
CUST001373,Champions
CUST001374,Champions
CUST001375,Champions
CUST001376,Champions
CUST001377,Champions
CUST001378,Champions
CUST001379,Champions
CUST001380,Champions
CUST001381,Champions
CUST001382,Champions
CUST001383,Champions
CUST001384,Champions
CUST001385,Champions
CUST001386,Champions
CUST001387,Champions
CUST001388,Champions
CUST001389,Champions
CUST001390,Champions
CUST001391,Champions
CUST001392,Champions
CUST001393,Champions
CUST001394,Champions
CUST001395,Champions
CUST001396,Champions
CUST001397,Champions
CUST001398,Champions
CUST001399,Champions
CUST001400,Champions
CUST001401,Champions
CUST001402,Champions
CUST001403,Champions
CUST001404,Champions
CUST001405,Champions
CUST001406,Champions
CUST001407,Champions
CUST001408,Champions
CUST001409,Champions
CUST001410,Champions
CUST001411,Champions
CUST001412,Champions
CUST001413,Champions
CUST001414,Champions
CUST001415,Champions
CUST001416,Champions
CUST001417,Champions
CUST001418,Champions
CUST001419,Champions
CUST001420,Champions
CUST001421,Champions
CUST001422,Champions
CUST001423,Champions
CUST001424,Champions
CUST001425,Champions
CUST001426,Champions
CUST001427,Champions
CUST001428,Champions
CUST001429,Champions
CUST001430,Champions
CUST001431,Champions
CUST001432,Champions
CUST001433,Champions
CUST001434,Champions
CUST001435,Champions
CUST001436,Champions
CUST001437,Champions
CUST001438,Champions
CUST001439,Champions
CUST001440,Champions
CUST001441,Champions
CUST001442,Champions
CUST001443,Champions
CUST001444,Champions
CUST001445,Champions
CUST001446,Champions
CUST001447,Champions
CUST001448,Champions
CUST001449,Champions
CUST001450,Champions
CUST001451,Champions
CUST001452,Champions
CUST001453,Champions
CUST001454,Champions
CUST001455,Champions
CUST001456,Champions
CUST001457,Champions
CUST001458,Champions
CUST001459,Champions
CUST001460,Champions
CUST001461,Champions
CUST001462,Champions
CUST001463,Champions
CUST001464,Champions
CUST001465,Champions
CUST001466,Champions
CUST001467,Champions
CUST001468,Champions
CUST001469,Champions
CUST001470,Champions
CUST001471,Champions
CUST001472,Champions
CUST001473,Champions
CUST001474,Champions
CUST001475,Champions
CUST001476,Champions
CUST001477,Champions
CUST001478,Champions
CUST001479,Champions
CUST001480,Champions
CUST001481,Champions
CUST001482,Champions
CUST001483,Champions
CUST001484,Champions
CUST001485,Champions
CUST001486,Champions
CUST001487,Champions
CUST001488,Champions
CUST001489,Champions
CUST001490,Champions
CUST001491,Champions
CUST001492,Champions
CUST001493,Champions
CUST001494,Champions
CUST001495,Champions
CUST001496,Champions
CUST001497,Champions
CUST001498,Champions
CUST001499,Champions
CUST001500,Champions
CUST001501,Champions
CUST001502,Champions
CUST001503,Champions
CUST001504,Champions
CUST001505,Champions
CUST001506,Champions
CUST001507,Champions
CUST001508,Champions
CUST001509,Champions
CUST001510,Champions
CUST001511,Champions
CUST001512,Champions
CUST001513,Champions
CUST001514,Champions
CUST001515,Champions
CUST001516,Champions
CUST001517,Champions
CUST001518,Champions
CUST001519,Champions
CUST001520,Champions
CUST001521,Champions
CUST001522,Champions
CUST001523,Champions
CUST001524,Champions
CUST001525,Champions
CUST001526,Champions
CUST001527,Champions
CUST001528,Champions
CUST001529,Champions
CUST001530,Champions
CUST001531,Champions
CUST001532,Champions
CUST001533,Champions
CUST001534,Champions
CUST001535,Champions
CUST001536,Champions
CUST001537,Champions
CUST001538,Champions
CUST001539,Champions
CUST001540,Champions
CUST001541,Champions
CUST001542,Champions
CUST001543,Champions
CUST001544,Champions
CUST001545,Champions
CUST001546,Champions
CUST001547,Champions
CUST001548,Champions
CUST001549,Champions
CUST001550,Champions
CUST001551,Champions
CUST001552,Champions
CUST001553,Champions
CUST001554,Champions
CUST001555,Champions
CUST001556,Champions
CUST001557,Champions
CUST001558,Champions
CUST001559,Champions
CUST001560,Champions
CUST001561,Champions
CUST001562,Champions
CUST001563,Champions
CUST001564,Champions
CUST001565,Champions
CUST001566,Champions
CUST001567,Champions
CUST001568,Champions
CUST001569,Champions
CUST001570,Champions
CUST001571,Champions
CUST001572,Champions
CUST001573,Champions
CUST001574,Champions
CUST001575,Champions
CUST001576,Champions
CUST001577,Champions
CUST001578,Champions
CUST001579,Champions
CUST001580,Champions
CUST001581,Champions
CUST001582,Champions
CUST001583,Champions
CUST001584,Champions
CUST001585,Champions
CUST001586,Champions
CUST001587,Champions
CUST001588,Champions
CUST001589,Champions
CUST001590,Champions
CUST001591,Champions
CUST001592,Champions
CUST001593,Champions
CUST001594,Champions
CUST001595,Champions
CUST001596,Champions
CUST001597,Champions
CUST001598,Champions
CUST001599,Champions
CUST001600,Champions
CUST001601,Champions
CUST001602,Champions
CUST001603,Champions
CUST001604,Champions
CUST001605,Champions
CUST001606,Champions
CUST001607,Champions
CUST001608,Champions
CUST001609,Champions
CUST001610,Champions
CUST001611,Champions
CUST001612,Champions
CUST001613,Champions
CUST001614,Champions
CUST001615,Champions
CUST001616,Champions
CUST001617,Champions
CUST001618,Champions
CUST001619,Champions
CUST001620,Champions
CUST001621,Champions
CUST001622,Champions
CUST001623,Champions
CUST001624,Champions
CUST001625,Champions
CUST001626,Champions
CUST001627,Champions
CUST001628,Champions
CUST001629,Champions
CUST001630,Champions
CUST001631,Champions
CUST001632,Champions
CUST001633,Champions
CUST001634,Champions
CUST001635,Champions
CUST001636,Champions
CUST001637,Champions
CUST001638,Champions
CUST001639,Champions
CUST001640,Champions
CUST001641,Champions
CUST001642,Champions
CUST001643,Champions
CUST001644,Champions
CUST001645,Champions
CUST001646,Champions
CUST001647,Champions
CUST001648,Champions
CUST001649,Champions
CUST001650,Champions
CUST001651,Champions
CUST001652,Champions
CUST001653,Champions
CUST001654,Champions
CUST001655,Champions
CUST001656,Champions
CUST001657,Champions
CUST001658,Champions
CUST001659,Champions
CUST001660,Champions
CUST001661,Champions
CUST001662,Champions
CUST001663,Champions
CUST001664,Champions
CUST001665,Champions
CUST001666,Champions
CUST001667,Champions
CUST001668,Champions
CUST001669,Champions
CUST001670,Champions
CUST001671,Champions
CUST001672,Champions
CUST001673,Champions
CUST001674,Champions
CUST001675,Champions
CUST001676,Champions
CUST001677,Champions
CUST001678,Champions
CUST001679,Champions
CUST001680,Champions
CUST001681,Champions
CUST001682,Champions
CUST001683,Champions
CUST001684,Champions
CUST001685,Champions
CUST001686,Champions
CUST001687,Champions
CUST001688,Champions
CUST001689,Champions
CUST001690,Champions
CUST001691,Champions
CUST001692,Champions
CUST001693,Champions
CUST001694,Champions
CUST001695,Champions
CUST001696,Champions
CUST001697,Champions
CUST001698,Champions
CUST001699,Champions
CUST001700,Champions
CUST001701,Champions
CUST001702,Champions
CUST001703,Champions
CUST001704,Champions
CUST001705,Champions
CUST001706,Champions
CUST001707,Champions
CUST001708,Champions
CUST001709,Champions
CUST001710,Champions
CUST001711,Champions
CUST001712,Champions
CUST001713,Champions
CUST001714,Champions
CUST001715,Champions
CUST001716,Champions
CUST001717,Champions
CUST001718,Champions
CUST001719,Champions
CUST001720,Champions
CUST001721,Champions
CUST001722,Champions
CUST001723,Champions
CUST001724,Champions
CUST001725,Champions
CUST001726,Champions
CUST001727,Champions
CUST001728,Champions
CUST001729,Champions
CUST001730,Champions
CUST001731,Champions
CUST001732,Champions
CUST001733,Champions
CUST001734,Champions
CUST001735,Champions
CUST001736,Champions
CUST001737,Champions
CUST001738,Champions
CUST001739,Champions
CUST001740,Champions
CUST001741,Champions
CUST001742,Champions
CUST001743,Champions
CUST001744,Champions
CUST001745,Champions
CUST001746,Champions
CUST001747,Champions
CUST001748,Champions
CUST001749,Champions
CUST001750,Champions
CUST001751,Champions
CUST001752,Champions
CUST001753,Champions
CUST001754,Champions
CUST001755,Champions
CUST001756,Champions
CUST001757,Champions
CUST001758,Champions
CUST001759,Champions
CUST001760,Champions
CUST001761,Champions
CUST001762,Champions
CUST001763,Champions
CUST001764,Champions
CUST001765,Champions
CUST001766,Champions
CUST001767,Champions
CUST001768,Champions
CUST001769,Champions
CUST001770,Champions
CUST001771,Champions
CUST001772,Champions
CUST001773,Champions
CUST001774,Champions
CUST001775,Champions
CUST001776,Champions
CUST001777,Champions
CUST001778,Champions
CUST001779,Champions
CUST001780,Champions
CUST001781,Champions
CUST001782,Champions
CUST001783,Champions
CUST001784,Champions
CUST001785,Champions
CUST001786,Champions
CUST001787,Champions
CUST001788,Champions
CUST001789,Champions
CUST001790,Champions
CUST001791,Champions
CUST001792,Champions
CUST001793,Champions
CUST001794,Champions
CUST001795,Champions
CUST001796,Champions
CUST001797,Champions
CUST001798,Champions
CUST001799,Champions
CUST001800,Loyal
CUST001801,Loyal
CUST001802,Loyal
CUST001803,Loyal
CUST001804,Loyal
CUST001805,Loyal
CUST001806,Loyal
CUST001807,Loyal
CUST001808,Loyal
CUST001809,Loyal
CUST001810,Loyal
CUST001811,Loyal
CUST001812,Loyal
CUST001813,Loyal
CUST001814,Loyal
CUST001815,Loyal
CUST001816,Loyal
CUST001817,Loyal
CUST001818,Loyal
CUST001819,Loyal
CUST001820,Loyal
CUST001821,Loyal
CUST001822,Loyal
CUST001823,Loyal
CUST001824,Loyal
CUST001825,Loyal
CUST001826,Loyal
CUST001827,Loyal
CUST001828,Loyal
CUST001829,Loyal
CUST001830,Loyal
CUST001831,Loyal
CUST001832,Loyal
CUST001833,Loyal
CUST001834,Loyal
CUST001835,Loyal
CUST001836,Loyal
CUST001837,Loyal
CUST001838,Loyal
CUST001839,Loyal
CUST001840,Loyal
CUST001841,Loyal
CUST001842,Loyal
CUST001843,Loyal
CUST001844,Loyal
CUST001845,Loyal
CUST001846,Loyal
CUST001847,Loyal
CUST001848,Loyal
CUST001849,Loyal
CUST001850,Loyal
CUST001851,Loyal
CUST001852,Loyal
CUST001853,Loyal
CUST001854,Loyal
CUST001855,Loyal
CUST001856,Loyal
CUST001857,Loyal
CUST001858,Loyal
CUST001859,Loyal
CUST001860,Loyal
CUST001861,Loyal
CUST001862,Loyal
CUST001863,Loyal
CUST001864,Loyal
CUST001865,Loyal
CUST001866,Loyal
CUST001867,Loyal
CUST001868,Loyal
CUST001869,Loyal
CUST001870,Loyal
CUST001871,Loyal
CUST001872,Loyal
CUST001873,Loyal
CUST001874,Loyal
CUST001875,Loyal
CUST001876,Loyal
CUST001877,Loyal
CUST001878,Loyal
CUST001879,Loyal
CUST001880,Loyal
CUST001881,Loyal
CUST001882,Loyal
CUST001883,Loyal
CUST001884,Loyal
CUST001885,Loyal
CUST001886,Loyal
CUST001887,Loyal
CUST001888,Loyal
CUST001889,Loyal
CUST001890,Loyal
CUST001891,Loyal
CUST001892,Loyal
CUST001893,Loyal
CUST001894,Loyal
CUST001895,Loyal
CUST001896,Loyal
CUST001897,Loyal
CUST001898,Loyal
CUST001899,Loyal
CUST001900,Loyal
CUST001901,Loyal
CUST001902,Loyal
CUST001903,Loyal
CUST001904,Loyal
CUST001905,Loyal
CUST001906,Loyal
CUST001907,Loyal
CUST001908,Loyal
CUST001909,Loyal
CUST001910,Loyal
CUST001911,Loyal
CUST001912,Loyal
CUST001913,Loyal
CUST001914,Loyal
CUST001915,Loyal
CUST001916,Loyal
CUST001917,Loyal
CUST001918,Loyal
CUST001919,Loyal
CUST001920,Loyal
CUST001921,Loyal
CUST001922,Loyal
CUST001923,Loyal
CUST001924,Loyal
CUST001925,Loyal
CUST001926,Loyal
CUST001927,Loyal
CUST001928,Loyal
CUST001929,Loyal
CUST001930,Loyal
CUST001931,Loyal
CUST001932,Loyal
CUST001933,Loyal
CUST001934,Loyal
CUST001935,Loyal
CUST001936,Loyal
CUST001937,Loyal
CUST001938,Loyal
CUST001939,Loyal
CUST001940,Loyal
CUST001941,Loyal
CUST001942,Loyal
CUST001943,Loyal
CUST001944,Loyal
CUST001945,Loyal
CUST001946,Loyal
CUST001947,Loyal
CUST001948,Loyal
CUST001949,Loyal
CUST001950,Loyal
CUST001951,Loyal
CUST001952,Loyal
CUST001953,Loyal
CUST001954,Loyal
CUST001955,Loyal
CUST001956,Loyal
CUST001957,Loyal
CUST001958,Loyal
CUST001959,Loyal
CUST001960,Loyal
CUST001961,Loyal
CUST001962,Loyal
CUST001963,Loyal
CUST001964,Loyal
CUST001965,Loyal
CUST001966,Loyal
CUST001967,Loyal
CUST001968,Loyal
CUST001969,Loyal
CUST001970,Loyal
CUST001971,Loyal
CUST001972,Loyal
CUST001973,Loyal
CUST001974,Loyal
CUST001975,Loyal
CUST001976,Loyal
CUST001977,Loyal
CUST001978,Loyal
CUST001979,Loyal
CUST001980,Loyal
CUST001981,Loyal
CUST001982,Loyal
CUST001983,Loyal
CUST001984,Loyal
CUST001985,Loyal
CUST001986,Loyal
CUST001987,Loyal
CUST001988,Loyal
CUST001989,Loyal
CUST001990,Loyal
CUST001991,Loyal
CUST001992,Loyal
CUST001993,Loyal
CUST001994,Loyal
CUST001995,Loyal
CUST001996,Loyal
CUST001997,Loyal
CUST001998,Loyal
CUST001999,Loyal
CUST002000,Loyal
CUST002001,Loyal
CUST002002,Loyal
CUST002003,Loyal
CUST002004,Loyal
CUST002005,Loyal
CUST002006,Loyal
CUST002007,Loyal
CUST002008,Loyal
CUST002009,Loyal
CUST002010,Loyal
CUST002011,Loyal
CUST002012,Loyal
CUST002013,Loyal
CUST002014,Loyal
CUST002015,Loyal
CUST002016,Loyal
CUST002017,Loyal
CUST002018,Loyal
CUST002019,Loyal
CUST002020,Loyal
CUST002021,Loyal
CUST002022,Loyal
CUST002023,Loyal
CUST002024,Loyal
CUST002025,Loyal
CUST002026,Loyal
CUST002027,Loyal
CUST002028,Loyal
CUST002029,Loyal
CUST002030,Loyal
CUST002031,Loyal
CUST002032,Loyal
CUST002033,Loyal
CUST002034,Loyal
CUST002035,Loyal
CUST002036,Loyal
CUST002037,Loyal
CUST002038,Loyal
CUST002039,Loyal
CUST002040,Loyal
CUST002041,Loyal
CUST002042,Loyal
CUST002043,Loyal
CUST002044,Loyal
CUST002045,Loyal
CUST002046,Loyal
CUST002047,Loyal
CUST002048,Loyal
CUST002049,Loyal
CUST002050,Loyal
CUST002051,Loyal
CUST002052,Loyal
CUST002053,Loyal
CUST002054,Loyal
CUST002055,Loyal
CUST002056,Loyal
CUST002057,Loyal
CUST002058,Loyal
CUST002059,Loyal
CUST002060,Loyal
CUST002061,Loyal
CUST002062,Loyal
CUST002063,Loyal
CUST002064,Loyal
CUST002065,Loyal
CUST002066,Loyal
CUST002067,Loyal
CUST002068,Loyal
CUST002069,Loyal
CUST002070,Loyal
CUST002071,Loyal
CUST002072,Loyal
CUST002073,Loyal
CUST002074,Loyal
CUST002075,Loyal
CUST002076,Loyal
CUST002077,Loyal
CUST002078,Loyal
CUST002079,Loyal
CUST002080,Loyal
CUST002081,Loyal
CUST002082,Loyal
CUST002083,Loyal
CUST002084,Loyal
CUST002085,Loyal
CUST002086,Loyal
CUST002087,Loyal
CUST002088,Loyal
CUST002089,Loyal
CUST002090,Loyal
CUST002091,Loyal
CUST002092,Loyal
CUST002093,Loyal
CUST002094,Loyal
CUST002095,Loyal
CUST002096,Loyal
CUST002097,Loyal
CUST002098,Loyal
CUST002099,Loyal
CUST002100,Loyal
CUST002101,Loyal
CUST002102,Loyal
CUST002103,Loyal
CUST002104,Loyal
CUST002105,Loyal
CUST002106,Loyal
CUST002107,Loyal
CUST002108,Loyal
CUST002109,Loyal
CUST002110,Loyal
CUST002111,Loyal
CUST002112,Loyal
CUST002113,Loyal
CUST002114,Loyal
CUST002115,Loyal
CUST002116,Loyal
CUST002117,Loyal
CUST002118,Loyal
CUST002119,Loyal
CUST002120,Loyal
CUST002121,Loyal
CUST002122,Loyal
CUST002123,Loyal
CUST002124,Loyal
CUST002125,Loyal
CUST002126,Loyal
CUST002127,Loyal
CUST002128,Loyal
CUST002129,Loyal
CUST002130,Loyal
CUST002131,Loyal
CUST002132,Loyal
CUST002133,Loyal
CUST002134,Loyal
CUST002135,Loyal
CUST002136,Loyal
CUST002137,Loyal
CUST002138,Loyal
CUST002139,Loyal
CUST002140,Loyal
CUST002141,Loyal
CUST002142,Loyal
CUST002143,Loyal
CUST002144,Loyal
CUST002145,Loyal
CUST002146,Loyal
CUST002147,Loyal
CUST002148,Loyal
CUST002149,Loyal
CUST002150,Loyal
CUST002151,Loyal
CUST002152,Loyal
CUST002153,Loyal
CUST002154,Loyal
CUST002155,Loyal
CUST002156,Loyal
CUST002157,Loyal
CUST002158,Loyal
CUST002159,Loyal
CUST002160,Loyal
CUST002161,Loyal
CUST002162,Loyal
CUST002163,Loyal
CUST002164,Loyal
CUST002165,Loyal
CUST002166,Loyal
CUST002167,Loyal
CUST002168,Loyal
CUST002169,Loyal
CUST002170,Loyal
CUST002171,Loyal
CUST002172,Loyal
CUST002173,Loyal
CUST002174,Loyal
CUST002175,Loyal
CUST002176,Loyal
CUST002177,Loyal
CUST002178,Loyal
CUST002179,Loyal
CUST002180,Loyal
CUST002181,Loyal
CUST002182,Loyal
CUST002183,Loyal
CUST002184,Loyal
CUST002185,Loyal
CUST002186,Loyal
CUST002187,Loyal
CUST002188,Loyal
CUST002189,Loyal
CUST002190,Loyal
CUST002191,Loyal
CUST002192,Loyal
CUST002193,Loyal
CUST002194,Loyal
CUST002195,Loyal
CUST002196,Loyal
CUST002197,Loyal
CUST002198,Loyal
CUST002199,Loyal
CUST002200,Loyal
CUST002201,Loyal
CUST002202,Loyal
CUST002203,Loyal
CUST002204,Loyal
CUST002205,Loyal
CUST002206,Loyal
CUST002207,Loyal
CUST002208,Loyal
CUST002209,Loyal
CUST002210,Loyal
CUST002211,Loyal
CUST002212,Loyal
CUST002213,Loyal
CUST002214,Loyal
CUST002215,Loyal
CUST002216,Loyal
CUST002217,Loyal
CUST002218,Loyal
CUST002219,Loyal
CUST002220,Loyal
CUST002221,Loyal
CUST002222,Loyal
CUST002223,Loyal
CUST002224,Loyal
CUST002225,Loyal
CUST002226,Loyal
CUST002227,Loyal
CUST002228,Loyal
CUST002229,Loyal
CUST002230,Loyal
CUST002231,Loyal
CUST002232,Loyal
CUST002233,Loyal
CUST002234,Loyal
CUST002235,Loyal
CUST002236,Loyal
CUST002237,Loyal
CUST002238,Loyal
CUST002239,Loyal
CUST002240,Loyal
CUST002241,Loyal
CUST002242,Loyal
CUST002243,Loyal
CUST002244,Loyal
CUST002245,Loyal
CUST002246,Loyal
CUST002247,Loyal
CUST002248,Loyal
CUST002249,Loyal
CUST002250,Loyal
CUST002251,Loyal
CUST002252,Loyal
CUST002253,Loyal
CUST002254,Loyal
CUST002255,Loyal
CUST002256,Loyal
CUST002257,Loyal
CUST002258,Loyal
CUST002259,Loyal
CUST002260,Loyal
CUST002261,Loyal
CUST002262,Loyal
CUST002263,Loyal
CUST002264,Loyal
CUST002265,Loyal
CUST002266,Loyal
CUST002267,Loyal
CUST002268,Loyal
CUST002269,Loyal
CUST002270,Loyal
CUST002271,Loyal
CUST002272,Loyal
CUST002273,Loyal
CUST002274,Loyal
CUST002275,Loyal
CUST002276,Loyal
CUST002277,Loyal
CUST002278,Loyal
CUST002279,Loyal
CUST002280,Loyal
CUST002281,Loyal
CUST002282,Loyal
CUST002283,Loyal
CUST002284,Loyal
CUST002285,Loyal
CUST002286,Loyal
CUST002287,Loyal
CUST002288,Loyal
CUST002289,Loyal
CUST002290,Loyal
CUST002291,Loyal
CUST002292,Loyal
CUST002293,Loyal
CUST002294,Loyal
CUST002295,Loyal
CUST002296,Loyal
CUST002297,Loyal
CUST002298,Loyal
CUST002299,Loyal
CUST002300,Loyal
CUST002301,Loyal
CUST002302,Loyal
CUST002303,Loyal
CUST002304,Loyal
CUST002305,Loyal
CUST002306,Loyal
CUST002307,Loyal
CUST002308,Loyal
CUST002309,Loyal
CUST002310,Loyal
CUST002311,Loyal
CUST002312,Loyal
CUST002313,Loyal
CUST002314,Loyal
CUST002315,Loyal
CUST002316,Loyal
CUST002317,Loyal
CUST002318,Loyal
CUST002319,Loyal
CUST002320,Loyal
CUST002321,Loyal
CUST002322,Loyal
CUST002323,Loyal
CUST002324,Loyal
CUST002325,Loyal
CUST002326,Loyal
CUST002327,Loyal
CUST002328,Loyal
CUST002329,Loyal
CUST002330,Loyal
CUST002331,Loyal
CUST002332,Loyal
CUST002333,Loyal
CUST002334,Loyal
CUST002335,Loyal
CUST002336,Loyal
CUST002337,Loyal
CUST002338,Loyal
CUST002339,Loyal
CUST002340,Loyal
CUST002341,Loyal
CUST002342,Loyal
